FIPS,STATE,NAME,ID,VERSION,START_DATE,END_DATE,CREATION_OR_CHANGE,CITATION,START_N,END_N,DATASET
48369,TX,PARMER,txs_parmer,1,19 11 1876 0:00:00,31 12 2000 0:00:00,"PARMER created from Young Territory; PARMER not fully organized, attached to JACK ""for judicial, surveying and all other purposes."" Act passed 21 August 1876; took effect 19 November 1876.","(Texas Laws 1876, 15th leg., ch. 144/pp. 237, 242)",18761119,20001231,TX_AtlasHCB
48437,TX,SWISHER,txs_swisher,1,19 11 1876 0:00:00,31 12 2000 0:00:00,"SWISHER created from Young Territory; SWISHER not fully organized, attached to JACK ""for judicial, surveying and all other purposes."" Act passed 21 August 1876; took effect 19 November 1876.","(Texas Laws 1876, 15th leg., ch. 144/pp. 237, 242)",18761119,20001231,TX_AtlasHCB
48003,TX,ANDREWS,txs_andrews,1,19 11 1876 0:00:00,31 12 2000 0:00:00,"ANDREWS created from TOM GREEN and Young Territory; ANDREWS not fully organized, attached to SHACKELFORD ""for judicial, surveying and all other purposes."" Act passed 21 August 1876; took effect 19 November 1876.","(Texas Laws 1876, 15th leg., ch. 144/pp. 239, 242)",18761119,20001231,TX_AtlasHCB
48033,TX,BORDEN,txs_borden,1,19 11 1876 0:00:00,31 12 2000 0:00:00,"BORDEN created from Young Territory; BORDEN not fully organized, attached to SHACKELFORD ""for judicial, surveying and all other purposes."" Act passed 21 August 1876; took effect 19 November 1876.","(Texas Laws 1876, 15th leg., ch. 144/pp. 238-239, 242)",18761119,20001231,TX_AtlasHCB
48115,TX,DAWSON,txs_dawson,1,19 11 1876 0:00:00,31 12 2000 0:00:00,"DAWSON created from Young Territory; DAWSON not fully organized, attached to SHACKELFORD ""for judicial, surveying and all other purposes."" Act passed 21 August 1876; took effect 19 November 1876.","(Texas Laws 1876, 15th leg., ch. 144/pp. 239, 242)",18761119,20001231,TX_AtlasHCB
48151,TX,FISHER,txs_fisher,1,19 11 1876 0:00:00,31 12 2000 0:00:00,"FISHER created from JONES and Young Territory; FISHER not fully organized, attached to SHACKELFORD ""for judicial, surveying and all other purposes."" Act passed 21 August 1876; took effect 19 November 1876.","(Texas Laws 1876, 15th leg., ch. 144/pp. 238, 242)",18761119,20001231,TX_AtlasHCB
48165,TX,GAINES,txs_gaines,1,19 11 1876 0:00:00,31 12 2000 0:00:00,"GAINES created from Young Territory; GAINES not fully organized, attached to SHACKELFORD ""for judicial, surveying and all other purposes."" Act passed 21 August 1876; took effect 19 November 1876.","(Texas Laws 1876, 15th leg., ch. 144/pp. 239, 242)",18761119,20001231,TX_AtlasHCB
48169,TX,GARZA,txs_garza,1,19 11 1876 0:00:00,31 12 2000 0:00:00,"GARZA created from Young Territory; GARZA not fully organized, attached to YOUNG ""for judicial, surveying and all other purposes."" Act passed 21 August 1876; took effect 19 November 1876.","(Texas Laws 1876, 15th leg., ch. 144/pp. 238, 242)",18761119,20001231,TX_AtlasHCB
48227,TX,HOWARD,txs_howard,1,19 11 1876 0:00:00,31 12 2000 0:00:00,"HOWARD created from TOM GREEN and Young Territory; HOWARD not fully organized, attached to SHACKELFORD ""for judicial, surveying and all other purposes."" Act passed 21 August 1876; took effect 19 November 1876.","(Texas Laws 1876, 15th leg., ch. 144/pp. 239, 242)",18761119,20001231,TX_AtlasHCB
48263,TX,KENT,txs_kent,1,19 11 1876 0:00:00,31 12 2000 0:00:00,"KENT created from Young Territory; KENT not fully organized, attached to YOUNG ""for judicial, surveying and all other purposes."" Act passed 21 August 1876; took effect 19 November 1876.","(Texas Laws 1876, 15th leg., ch. 144/pp. 238, 242)",18761119,20001231,TX_AtlasHCB
48305,TX,LYNN,txs_lynn,1,19 11 1876 0:00:00,31 12 2000 0:00:00,"LYNN created from Young Territory; LYNN not fully organized, attached to YOUNG ""for judicial, surveying and all other purposes."" Act passed 21 August 1876; took effect 19 November 1876.","(Texas Laws 1876, 15th leg., ch. 144/pp. 238, 242)",18761119,20001231,TX_AtlasHCB
48317,TX,MARTIN,txs_martin,1,19 11 1876 0:00:00,31 12 2000 0:00:00,"MARTIN created from TOM GREEN and Young Territory; MARTIN not fully organized, attached to SHACKELFORD ""for judicial, surveying and all other purposes."" Act passed 21 August 1876; took effect 19 November 1876.","(Texas Laws 1876, 15th leg., ch. 144/pp. 239, 242)",18761119,20001231,TX_AtlasHCB
48335,TX,MITCHELL,txs_mitchell,1,19 11 1876 0:00:00,31 12 2000 0:00:00,"MITCHELL created from TOM GREEN and Young Territory; MITCHELL not fully organized, attached to SHACKELFORD ""for judicial, surveying and all other purposes."" Act passed 21 August 1876; took effect 19 November 1876.","(Texas Laws 1876, 15th leg., ch. 144/pp. 239, 242)",18761119,20001231,TX_AtlasHCB
48353,TX,NOLAN,txs_nolan,1,19 11 1876 0:00:00,31 12 2000 0:00:00,"NOLAN created from TAYLOR, TOM GREEN, and Young Territory; NOLAN not fully organized, attached to SHACKELFORD ""for judicial, surveying and all other purposes."" Act passed 21 August 1876; took effect 19 November 1876.","(Texas Laws 1876, 15th leg., ch. 144/pp. 239, 242)",18761119,20001231,TX_AtlasHCB
48415,TX,SCURRY,txs_scurry,1,19 11 1876 0:00:00,31 12 2000 0:00:00,"SCURRY created from Young Territory; SCURRY not fully organized, attached to SHACKELFORD ""for judicial, surveying and all other purposes."" Act passed 21 August 1876; took effect 19 November 1876.","(Texas Laws 1876, 15th leg., ch. 144/pp. 238, 242)",18761119,20001231,TX_AtlasHCB
48433,TX,STONEWALL,txs_stonewall,1,19 11 1876 0:00:00,31 12 2000 0:00:00,"STONEWALL created from HASKELL and Young Territory; STONEWALL not fully organized, attached to YOUNG ""for judicial, surveying and all other purposes."" Act passed 21 August 1876; took effect 19 November 1876.","(Texas Laws 1876, 15th leg., ch. 144/pp. 238, 242)",18761119,20001231,TX_AtlasHCB
48445,TX,TERRY,txs_terry,1,19 11 1876 0:00:00,31 12 2000 0:00:00,"TERRY created from Young Territory; TERRY not fully organized, attached to YOUNG ""for judicial, surveying and all other purposes."" Act passed 21 August 1876; took effect 19 November 1876.","(Texas Laws 1876, 15th leg., ch. 144/pp. 238, 242)",18761119,20001231,TX_AtlasHCB
48501,TX,YOAKUM,txs_yoakum,1,19 11 1876 0:00:00,31 12 2000 0:00:00,"YOAKUM created from Young Territory; YOAKUM not fully organized, attached to YOUNG ""for judicial, surveying and all other purposes."" Act passed 21 August 1876; took effect 19 November 1876.","(Texas Laws 1876, 15th leg., ch. 144/pp. 238, 242)",18761119,20001231,TX_AtlasHCB
48101,TX,COTTLE,txs_cottle,1,19 11 1876 0:00:00,02 03 1891 0:00:00,"COTTLE created from HARDEMAN and Young Territory; COTTLE not fully organized, attached to JACK ""for judicial, surveying and all other purposes."" Act passed 21 August 1876; took effect 19 November 1876.","(Texas Laws 1876, 15th leg., ch. 144/pp. 237, 242)",18761119,18910302,TX_AtlasHCB
48275,TX,KNOX,txs_knox,2,19 11 1876 0:00:00,02 03 1891 0:00:00,KNOX lost to creation of KING; KNOX boundaries redefined to reflect creation of KING.,"(Texas Laws 1876, 15th leg., ch. 144/pp. 238, 240)",18761119,18910302,TX_AtlasHCB
48197,TX,HARDEMAN,txs_hardeman,2,19 11 1876 0:00:00,02 03 1891 0:00:00,HARDEMAN lost to creation of CHILDRESS and COTTLE. HARDEMAN boundaries redefined to reflect creation of CHILDRESS and COTTLE.,"(Texas Laws 1876, 15th leg., ch. 144/pp. 236-237, 240)",18761119,18910302,TX_AtlasHCB
48207,TX,HASKELL,txs_haskell,2,19 11 1876 0:00:00,31 12 2000 0:00:00,HASKELL lost to creation of STONEWALL; HASKELL boundaries redefined to reflect creation of STONEWALL.,"(Texas Laws 1876, 15th leg., ch. 144/pp. 238, 240)",18761119,20001231,TX_AtlasHCB
48253,TX,JONES,txs_jones,2,19 11 1876 0:00:00,31 12 2000 0:00:00,JONES lost to creation of FISHER; JONES boundaries redefined to reflect creation of FISHER.,"(Texas Laws 1876, 15th leg., ch. 144/pp. 238, 240)",18761119,20001231,TX_AtlasHCB
48441,TX,TAYLOR,txs_taylor,2,19 11 1876 0:00:00,31 12 2000 0:00:00,TAYLOR lost to creation of NOLAN; TAYLOR boundaries redefined to reflect creation of NOLAN.,"(Texas Laws 1876, 15th leg., ch. 144/p. 239)",18761119,20001231,TX_AtlasHCB
48451,TX,TOM GREEN,txs_tomgreen,2,19 11 1876 0:00:00,03 03 1885 0:00:00,"TOM GREEN lost to creation of ANDREWS, HOWARD, MARTIN, MITCHELL, and NOLAN.","(Texas Laws 1876, 15th leg., ch. 144/p. 239)",18761119,18850303,TX_AtlasHCB
48183,TX,GREGG,txs_gregg,,28 06 1873 0:00:00,,GREGG fully organized.,"(History of Gregg County, [5])",18730628,,TX_AtlasHCB
48473,TX,WALLER,txs_waller,,16 08 1873 0:00:00,,WALLER fully organized.,"(Waller County Historical Survey Committee, 145)",18730816,,TX_AtlasHCB
48053,TX,BURNET,txs_burnet,,02 06 1873 0:00:00,,Legislature authorized BURNET to gain from LAMPASAS; line cannot be drawn as described [repealed 1 May 1874; no change].,"(Texas Laws 1873, 13th leg., ch. 105/p. 184)",18730602,,TX_AtlasHCB
48283,TX,LA SALLE,txs_lasalle,,04 06 1873 0:00:00,,"LA SALLE detached from LIVE OAK, attached to WEBB ""for judicial purposes.""","(Texas Laws 1873, 13th leg., ch. 123/pp. 207-208)",18730604,,TX_AtlasHCB
48271,TX,KINNEY,txs_kinney,,24 02 1874 0:00:00,,KINNEY boundaries redefined [no change].,"(Texas Laws 1874, 14th leg., reg. sess., ch. 12/p. 9)",18740224,,TX_AtlasHCB
48451,TX,TOM GREEN,txs_tomgreen,,05 01 1875 0:00:00,,"TOM GREEN fully organized, detached from EL PASO.","(""Tom Green County,"" New Handbook of Texas, 6:523)",18750105,,TX_AtlasHCB
48063,TX,CAMP,txs_camp,,20 06 1874 0:00:00,,CAMP fully organized.,"(Kennedy, 73)",18740620,,TX_AtlasHCB
48339,TX,MONTGOMERY,txs_montgomery,,08 04 1874 0:00:00,,Boundary of SAN JACINTO with MONTGOMERY and WALKER clarified [no change].,"(Texas Laws 1874, 14th leg., reg. sess., ch. 62/p. 71)",18740408,,TX_AtlasHCB
48287,TX,LEE,txs_lee,,02 06 1874 0:00:00,,LEE fully organized.,"(Kennedy, 126)",18740602,,TX_AtlasHCB
48371,TX,PECOS,txs_pecos,,28 04 1874 0:00:00,,"PECOS attached to EL PASO ""for judicial purposes.""","(Texas Laws 1874, 14th leg., reg. sess., ch. 109/p. 155)",18740428,,TX_AtlasHCB
48451,TX,TOM GREEN,txs_tomgreen,,28 04 1874 0:00:00,,"TOM GREEN attached to EL PASO ""for judicial purposes.""","(Texas Laws 1874, 14th leg., reg. sess., ch. 109/p. 155)",18740428,,TX_AtlasHCB
48429,TX,STEPHENS,txs_stephens,,01 05 1874 0:00:00,,"STEPHENS detached from PALO PINTO, attached to JACK ""for judicial purposes.""","(Texas Laws 1874, 14th leg., reg. sess., ch. 133, sec. 2/p. 184)",18740501,,TX_AtlasHCB
48417,TX,SHACKELFORD,txs_shackelford,,01 05 1874 0:00:00,,"SHACKELFORD detached from PALO PINTO, attached to JACK ""for judicial purposes.""","(Texas Laws 1874, 14th leg., reg. sess., ch. 133, sec. 2/p. 184)",18740501,,TX_AtlasHCB
48253,TX,JONES,txs_jones,,01 05 1874 0:00:00,,"JONES detached from PALO PINTO, attached to JACK ""for judicial purposes.""","(Texas Laws 1874, 14th leg., reg. sess., ch. 133, sec. 2/p. 184)",18740501,,TX_AtlasHCB
48281,TX,LAMPASAS,txs_lampasas,,01 05 1874 0:00:00,,"Act of 2 June 1873, changing the boundary between LAMPASAS and BURNET, was repealed [no change].","(Texas Laws 1874, 14th leg., reg. sess., ch. 135/p. 185)",18740501,,TX_AtlasHCB
48223,TX,HOPKINS,txs_hopkins,,02 05 1874 0:00:00,,Boundary between HOPKINS and WOOD clarified [no change].,"(Texas Laws 1874, 14th leg., reg. sess., ch. 153/p. 205)",18740502,,TX_AtlasHCB
48105,TX,CROCKETT,txs_crockett,,07 07 1891 0:00:00,,"CROCKETT fully organized, detached from VAL VERDE.","(""Crockett County,"" New Handbook of Texas, 2:411)",18910707,,TX_AtlasHCB
48185,TX,GRIMES,txs_grimes,,25 01 1875 0:00:00,,Boundary between GRIMES and WALLER clarified [no change].,"(Texas Laws 1875, 14th leg., 2d sess., ch. 4/p. 3)",18750125,,TX_AtlasHCB
48105,TX,CROCKETT,txs_crockett,,10 02 1875 0:00:00,,"CROCKETT attached to KINNEY ""for judicial purposes.""","(Texas Laws 1875, 14th leg., 2d sess., ch. 18/p. 16)",18750210,,TX_AtlasHCB
48447,TX,THROCKMORTON,txs_throckmorton,,25 02 1875 0:00:00,,"THROCKMORTON detached from JACK, attached to YOUNG ""for judicial purposes.""","(Texas Laws 1875, 14th leg., 2d sess., ch. 40, sec. 2/p. 54)",18750225,,TX_AtlasHCB
48207,TX,HASKELL,txs_haskell,,25 02 1875 0:00:00,,"HASKELL detached from JACK, attached to YOUNG ""for judicial purposes.""","(Texas Laws 1875, 14th leg., 2d sess., ch. 40, sec. 2/p. 54)",18750225,,TX_AtlasHCB
48429,TX,STEPHENS,txs_stephens,,25 02 1875 0:00:00,,"STEPHENS detached from JACK, attached to PALO PINTO ""for judicial purposes.""","(Texas Laws 1875, 14th leg., 2d sess., ch. 40, sec. 2/p. 54)",18750225,,TX_AtlasHCB
48441,TX,TAYLOR,txs_taylor,,01 04 1875 0:00:00,,"TAYLOR detached from PALO PINTO, attached to SHACKELFORD ""for judicial purposes.""","(Texas Laws 1875, 14th leg., 2d sess., ch. 47, sec. 1/p. 59)",18750401,,TX_AtlasHCB
48059,TX,CALLAHAN,txs_callahan,,01 04 1875 0:00:00,,"CALLAHAN detached from PALO PINTO, attached to SHACKELFORD ""for judicial purposes.""","(Texas Laws 1875, 14th leg., 2d sess., ch. 47, sec. 1/p. 59)",18750401,,TX_AtlasHCB
48159,TX,FRANKLIN,txs_franklin,,30 04 1875 0:00:00,,FRANKLIN fully organized.,"(""Franklin County,"" New Handbook of Texas, 2:1154)",18750430,,TX_AtlasHCB
48343,TX,MORRIS,txs_morris,,12 05 1875 0:00:00,,MORRIS fully organized.,"(""Morris County,"" New Handbook of Texas, 4:846)",18750512,,TX_AtlasHCB
48345,TX,MOTLEY,txs_motley,,30 06 1885 0:00:00,,"MOTLEY detached from DONLEY, attached to HARDEMAN ""for judicial purposes.""","(Texas Laws 1885, 19th leg., ch. 113, sec. 5/p. 111)",18850630,,TX_AtlasHCB
,TX,Young Territory,txs_youngterr,1,19 08 1856 0:00:00,12 01 1858 0:00:00,"Young Territory created from Bexar and Cooke Land Districts, from the part of Denton Land District attached to WISE, part of Non-County Area 12, and from YOUNG. Young Territory was non-county area attached to YOUNG ""for judicial purposes.""","(Texas Laws 1856, 6th leg., adj. sess., ch. 110/p. 41)",18560819,18580112,TX_AtlasHCB
48217,TX,HILL,txs_hill,3,30 06 1881 0:00:00,31 12 2000 0:00:00,HILL lost small area to JOHNSON.,"(Texas Laws 1881, 17th leg., reg. sess., ch. 48/p. 38)",18810630,20001231,TX_AtlasHCB
48251,TX,JOHNSON,txs_johnson,4,30 06 1881 0:00:00,31 12 2000 0:00:00,JOHNSON gained small area from HILL.,"(Texas Laws 1881, 17th leg., reg. sess., ch. 48/p. 38)",18810630,20001231,TX_AtlasHCB
48183,TX,GREGG,txs_gregg,3,14 08 1882 0:00:00,31 12 2000 0:00:00,GREGG lost to UPSHUR so as to meet constitutional requirements that the boundary line approach no nearer than twelve miles to the adjoining county seat.,"(HRS Texas, Gregg, 12-13; Swindler, 9:340)",18820814,20001231,TX_AtlasHCB
48459,TX,UPSHUR,txs_upshur,5,14 08 1882 0:00:00,31 12 2000 0:00:00,UPSHUR gained from GREGG so as to meet constitutional requirements that the boundary line approach no nearer than twelve miles to the adjoining county seat.,"(HRS Texas, Gregg, 12-13; Swindler, 9:340)",18820814,20001231,TX_AtlasHCB
48389,TX,REEVES,txs_reeves,1,14 04 1883 0:00:00,31 12 2000 0:00:00,REEVES created from PECOS; REEVES not fully organized.,"(Texas Laws 1883, 18th leg., reg. sess., ch. 103/p. 105)",18830414,20001231,TX_AtlasHCB
48371,TX,PECOS,txs_pecos,2,14 04 1883 0:00:00,23 03 1885 0:00:00,PECOS lost to creation of REEVES.,"(Texas Laws 1883, 18th leg., reg. sess., ch. 103/p. 105)",18830414,18850323,TX_AtlasHCB
48451,TX,TOM GREEN,txs_tomgreen,3,04 03 1885 0:00:00,25 02 1887 0:00:00,TOM GREEN lost to creation of MIDLAND.,"(Texas Laws 1885, 19th leg., ch. 23/p. 24)",18850304,18870225,TX_AtlasHCB
48329,TX,MIDLAND,txs_midland,1,04 03 1885 0:00:00,31 12 2000 0:00:00,MIDLAND created from TOM GREEN; MIDLAND not fully organized.,"(Texas Laws 1885, 19th leg., ch. 23/p. 24)",18850304,20001231,TX_AtlasHCB
48271,TX,KINNEY,txs_kinney,5,24 03 1885 0:00:00,31 12 2000 0:00:00,KINNEY lost to creation of VAL VERDE.,"(Texas Laws 1885, 19th leg., ch. 50/p. 48)",18850324,20001231,TX_AtlasHCB
48105,TX,CROCKETT,txs_crockett,2,24 03 1885 0:00:00,03 03 1887 0:00:00,"CROCKETT lost to creation of VAL VERDE, lost very small area [above NW corner of VAL VERDE] to PECOS.","(Texas Laws 1885, 19th leg., ch. 50/p. 48)",18850324,18870303,TX_AtlasHCB
48371,TX,PECOS,txs_pecos,3,24 03 1885 0:00:00,13 07 1905 0:00:00,"PECOS gained very small area [above NW corner of VAL VERDE] from CROCKETT, lost to creation of VAL VERDE.","(Texas Laws 1885, 19th leg., ch. 50/p. 48)",18850324,19050713,TX_AtlasHCB
48465,TX,VAL VERDE,txs_valverde,1,24 03 1885 0:00:00,31 12 2000 0:00:00,"VAL VERDE created from CROCKETT, KINNEY, and PECOS; VAL VERDE not fully organized.","(Texas Laws 1885, 19th leg., ch. 50/p. 48)",18850324,20001231,TX_AtlasHCB
48479,TX,WEBB,txs_webb,7,24 03 1885 0:00:00,11 03 1899 0:00:00,WEBB gained all of Non-County Area 25.,"(Texas Laws 1885, 19th leg., ch. 45/p. 43)",18850324,18990311,TX_AtlasHCB
48135,TX,ECTOR,txs_ector,1,26 02 1887 0:00:00,31 12 2000 0:00:00,"ECTOR created from TOM GREEN; ECTOR not fully organized, attached to MIDLAND ""for judicial, surveying, and all other purposes.""","(Texas Laws 1887, 20th leg., reg. sess., ch. 12, secs. 1a, 4/pp. 8-9)",18870226,20001231,TX_AtlasHCB
48301,TX,LOVING,txs_loving,1,26 02 1887 0:00:00,31 12 2000 0:00:00,"LOVING created from TOM GREEN; LOVING not fully organized, attached to REEVES ""for judicial, surveying, and all other purposes.""","(Texas Laws 1887, 20th leg., reg. sess., ch. 12, secs. 1c, 3/pp. 8-9)",18870226,20001231,TX_AtlasHCB
48495,TX,WINKLER,txs_winkler,1,26 02 1887 0:00:00,31 12 2000 0:00:00,"WINKLER created from TOM GREEN; WINKLER not fully organized, attached to REEVES ""for judicial, surveying, and all other purposes.""","(Texas Laws 1887, 20th leg., reg. sess., ch. 12, secs. 1b, 3/pp. 8-9)",18870226,20001231,TX_AtlasHCB
48103,TX,CRANE,txs_crane,1,26 02 1887 0:00:00,31 12 2000 0:00:00,"CRANE created from TOM GREEN; CRANE not fully organized, attached to MIDLAND ""for judicial, surveying, and all other purposes.""","(Texas Laws 1887, 20th leg., reg. sess., ch. 12, secs. 1e, 4/p. 9)",18870226,20001231,TX_AtlasHCB
48475,TX,WARD,txs_ward,1,26 02 1887 0:00:00,31 12 2000 0:00:00,"WARD created from TOM GREEN; WARD not fully organized, attached to REEVES ""for judicial, surveying, and all other purposes.""","(Texas Laws 1887, 20th leg., reg. sess., ch. 12, secs. 1f, 3/p. 9)",18870226,20001231,TX_AtlasHCB
48451,TX,TOM GREEN,txs_tomgreen,4,26 02 1887 0:00:00,03 04 1887 0:00:00,"TOM GREEN lost to creation of CRANE, ECTOR, LOVING, UPTON, WARD, and WINKLER.","(Texas Laws 1887, 20th leg., reg. sess., ch. 12/pp. 8-10)",18870226,18870403,TX_AtlasHCB
48105,TX,CROCKETT,txs_crockett,3,04 03 1887 0:00:00,31 03 1887 0:00:00,CROCKETT lost to EDWARDS.,"(Texas Laws 1887, 20th leg., reg. sess., ch. 17/p. 12)",18870304,18870331,TX_AtlasHCB
48137,TX,EDWARDS,txs_edwards,3,04 03 1887 0:00:00,02 04 1913 0:00:00,EDWARDS gained from CROCKETT.,"(Texas Laws 1887, 20th leg., reg. sess., ch. 17/p. 12)",18870304,19130402,TX_AtlasHCB
48243,TX,JEFF DAVIS,txs_jeffdavis,1,15 03 1887 0:00:00,31 12 2000 0:00:00,"JEFF DAVIS created from PRESIDIO; JEFF DAVIS not fully organized, attached to BREWSTER ""for judicial purposes.""","(Texas Laws 1887, 20th leg., reg. sess., ch. 38/p. 26)",18870315,20001231,TX_AtlasHCB
,TX,BUCHEL (extinct),txs_buchel,1,15 03 1887 0:00:00,20 04 1897 0:00:00,"BUCHEL (extinct) created from PRESIDIO; BUCHEL not fully organized, attached to BREWSTER ""for judicial purposes.""","(Texas Laws 1887, 20th leg., reg. sess., ch. 38/p. 26)",18870315,18970420,TX_AtlasHCB
,TX,Young Territory,txs_youngterr,,19 11 1876 0:00:00,,"Young Territory eliminated when it lost to creation of ANDREWS, ARMSTRONG, BAILEY, BORDEN, BRISCOE, CARSON, CASTRO, CHILDRESS, COCHRAN, COTTLE, CROSBY, DAWSON, DEAF SMITH, DICKENS, FISHER, FLOYD, GAINES, GARZA, HALE, HALL, HOCKLEY, HOWARD, KENT, KING, LAMB, LUBBOCK, LYNN, MARTIN, MITCHELL, MOTLEY, NOLAN, OLDHAM, PARMER, POTTER, RANDALL, SCURRY, STONEWALL, SWISHER, TERRY, and YOAKUM.","(Texas Laws 1876, 15th leg., ch. 144/pp. 234-239)",18761119,,TX_AtlasHCB
,TX,Bexar Territory,txs_bexarterr,,19 11 1876 0:00:00,,"Bexar Territory (northern portion of Bexar Land District) eliminated when it lost to creation of CARSON, DALLAM, GRAY, HANSFORD, HARTLEY, HEMPHILL, HUTCHINSON, LIPSCOMB, MOORE, OCHILTREE, OLDHAM, POTTER, ROBERTS, SHERMAN, and WHEELER.","(Texas Laws 1876, 15th leg., ch. 144/pp. 234-236)",18761119,,TX_AtlasHCB
,TX,Bexar Land District,txs_bexarld,,22 01 1875 0:00:00,,Non-county area within Bexar Land District eliminated when it lost all territory to creation of CROCKETT.,"(Texas Laws 1875, 14th leg., 2d sess., ch. 2/p. 2)",18750122,,TX_AtlasHCB
48195,TX,HANSFORD,txs_hansford,,18 02 1889 0:00:00,,"HANSFORD detached from WHEELER, attached to LIPSCOMB ""for judicial purposes.""","(Texas Laws 1889, 21st leg., ch. 138, sec. 2/p. 162)",18890218,,TX_AtlasHCB
48445,TX,TERRY,txs_terry,,28 06 1904 0:00:00,,"TERRY fully organized, detached from MARTIN.","(Terry County Historical Survey Committee, 19)",19040628,,TX_AtlasHCB
48151,TX,FISHER,txs_fisher,,20 04 1886 0:00:00,,"FISHER fully organized, detached from NOLAN.","(Yeats and Shelton, 43-44)",18860420,,TX_AtlasHCB
48415,TX,SCURRY,txs_scurry,,28 06 1884 0:00:00,,"SCURRY fully organized, detached from MITCHELL.","(Shelton, 26)",18840628,,TX_AtlasHCB
48033,TX,BORDEN,txs_borden,,17 03 1891 0:00:00,,"BORDEN fully organized, detached from HOWARD.","(Kennedy, 65)",18910317,,TX_AtlasHCB
48227,TX,HOWARD,txs_howard,,20 03 1905 0:00:00,,"DAWSON fully organized, detached from HOWARD.","(""Dawson County,"" New Handbook of Texas, 2:541)",19050320,,TX_AtlasHCB
48165,TX,GAINES,txs_gaines,,24 10 1905 0:00:00,,"GAINES fully organized, detached from MARTIN.","(Kennedy, 95)",19051024,,TX_AtlasHCB
48003,TX,ANDREWS,txs_andrews,,16 07 1910 0:00:00,,"ANDREWS fully organized, detached from MIDLAND.","(Andrews County Heritage Committee, 21)",19100716,,TX_AtlasHCB
48029,TX,BEXAR,txs_bexar,21,13 12 1850 0:00:00,03 02 1854 0:00:00,"State of Texas sold land in present Colorado, Kansas, New Mexico, Oklahoma, and Wyoming to the United States. BEXAR lost territory to the United States; implicitly gained territory extending to new northern limit of Texas. Except for small adjustments, Texas state boundaries now set.","(U.S. Stat., vol. 9, ch. 49 [1850]/pp. 446-452 and appendix, sec. 10/pp. 1005-1006; Texas Laws 1850, 3d leg., 3d sess., ch. 2/p. 4; Van Zandt, 122)",18501213,18540203,TX_AtlasHCB
48275,TX,KNOX,txs_knox,,23 04 1879 0:00:00,,"KNOX detached from MONTAGUE, attached to CLAY ""for judicial and other purposes.""","(Texas Laws 1879, 16th leg., reg. sess., ch. 136/p. 150)",18790423,,TX_AtlasHCB
48487,TX,WILBARGER,txs_wilbarger,,23 04 1879 0:00:00,,"WILBARGER detached from MONTAGUE, attached to CLAY ""for judicial and other purposes.""","(Texas Laws 1879, 16th leg., reg. sess., ch. 136/p. 150)",18790423,,TX_AtlasHCB
48485,TX,WICHITA,txs_wichita,,23 04 1879 0:00:00,,"WICHITA detached from MONTAGUE, attached to CLAY ""for judicial and other purposes.""","(Texas Laws 1879, 16th leg., reg. sess., ch. 136/p. 150)",18790423,,TX_AtlasHCB
48075,TX,CHILDRESS,txs_childress,,07 10 1879 0:00:00,,"CHILDRESS detached from CLAY, attached to WHEELER ""for judicial purposes.""","(Texas Laws 1879, 16th leg., spec. sess., ch. 30, sec. 3/p. 29)",18791007,,TX_AtlasHCB
48191,TX,HALL,txs_hall,,07 10 1879 0:00:00,,"HALL detached from CLAY, attached to WHEELER ""for judicial purposes.""","(Texas Laws 1879, 16th leg., spec. sess., ch. 30, sec. 3/p. 29)",18791007,,TX_AtlasHCB
48045,TX,BRISCOE,txs_briscoe,,07 10 1879 0:00:00,,"BRISCOE detached from JACK, attached to WHEELER ""for judicial purposes.""","(Texas Laws 1879, 16th leg., spec. sess., ch. 30, sec. 3/p. 29)",18791007,,TX_AtlasHCB
48437,TX,SWISHER,txs_swisher,,07 10 1879 0:00:00,,"SWISHER detached from JACK, attached to WHEELER ""for judicial purposes.""","(Texas Laws 1879, 16th leg., spec. sess., ch. 30, sec. 3/p. 29)",18791007,,TX_AtlasHCB
48069,TX,CASTRO,txs_castro,,07 10 1879 0:00:00,,"CASTRO detached from JACK, attached to WHEELER ""for judicial purposes.""","(Texas Laws 1879, 16th leg., spec. sess., ch. 30, sec. 3/p. 29)",18791007,,TX_AtlasHCB
48369,TX,PARMER,txs_parmer,,07 10 1879 0:00:00,,"PARMER detached from JACK, attached to WHEELER ""for judicial purposes.""","(Texas Laws 1879, 16th leg., spec. sess., ch. 30, sec. 3/p. 29)",18791007,,TX_AtlasHCB
48117,TX,DEAF SMITH,txs_deafsmith,,07 10 1879 0:00:00,,"DEAF SMITH detached from JACK, attached to WHEELER ""for judicial purposes.""","(Texas Laws 1879, 16th leg., spec. sess., ch. 30, sec. 3/p. 29)",18791007,,TX_AtlasHCB
48381,TX,RANDALL,txs_randall,,07 10 1879 0:00:00,,"RANDALL detached from JACK, attached to WHEELER ""for judicial purposes.""","(Texas Laws 1879, 16th leg., spec. sess., ch. 30, sec. 3/p. 29)",18791007,,TX_AtlasHCB
48011,TX,ARMSTRONG,txs_armstrong,,07 10 1879 0:00:00,,"ARMSTRONG detached from JACK, attached to WHEELER ""for judicial purposes.""","(Texas Laws 1879, 16th leg., spec. sess., ch. 30, sec. 3/p. 29)",18791007,,TX_AtlasHCB
